SystemName,PlanetName,BodyType,PlanetFormID,PlanetEditorID,StarSystemID,ParentPlanetID,PlanetID,ResourceCategory,ResourceFormID,ResourceEditorID,ResourceName,Rarity
Charybdis,Charybdis VII-c,Moon,0005E013,CharybdisVII-cPlanetData,56075,7,16,Inorganic,0027C499,ResInorgRareMercury_L,Mercury,Rare
Charybdis,Charybdis VII-d,Moon,0005E015,CharybdisVII-dPlanetData,56075,7,18,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Charybdis,Charybdis VII-d,Moon,0005E015,CharybdisVII-dPlanetData,56075,7,18,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Charybdis,Charybdis VII-d,Moon,0005E015,CharybdisVII-dPlanetData,56075,7,18,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Charybdis,Charybdis VII-d,Moon,0005E015,CharybdisVII-dPlanetData,56075,7,18,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Charybdis,Charybdis VII-d,Moon,0005E015,CharybdisVII-dPlanetData,56075,7,18,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Charybdis,Charybdis VII-d,Moon,0005E015,CharybdisVII-dPlanetData,56075,7,18,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Charybdis,Charybdis VII-d,Moon,0005E015,CharybdisVII-dPlanetData,56075,7,18,Inorganic,000057CC,ResInorgRarePlatinum,Platinum,Rare
Charybdis,Charybdis VII-d,Moon,0005E015,CharybdisVII-dPlanetData,56075,7,18,Inorganic,000057C8,ResInorgRareTantalum,Tantalum,Rare
Charybdis,Charybdis VIII-a,Moon,0005E017,CharybdisVIII-aPlanetData,56075,8,19,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Charybdis,Charybdis VIII-a,Moon,0005E017,CharybdisVIII-aPlanetData,56075,8,19,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Charybdis,Charybdis VIII-b,Moon,0005E018,CharybdisVIII-bPlanetData,56075,8,20,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Charybdis,Charybdis VIII-b,Moon,0005E018,CharybdisVIII-bPlanetData,56075,8,20,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Charybdis,Charybdis VIII-b,Moon,0005E018,CharybdisVIII-bPlanetData,56075,8,20,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Charybdis,Charybdis VIII-b,Moon,0005E018,CharybdisVIII-bPlanetData,56075,8,20,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Charybdis,Charybdis VIII-b,Moon,0005E018,CharybdisVIII-bPlanetData,56075,8,20,Inorganic,000057E9,ResInorgExoticNeon_G,Neon,Exotic
Cheyenne,Agamon A,Moon,0005E2C9,AgamonAPlanetData,72432,6,22,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Cheyenne,Agamon A,Moon,0005E2C9,AgamonAPlanetData,72432,6,22,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Agamon A,Moon,0005E2C9,AgamonAPlanetData,72432,6,22,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Agamon B,Moon,0005E2C8,AgamonBPlanetData,72432,6,21,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Agamon B,Moon,0005E2C8,AgamonBPlanetData,72432,6,21,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Agamon C,Moon,0005E2C7,AgamonCPlanetData,72432,6,20,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Cheyenne,Agamon C,Moon,0005E2C7,AgamonCPlanetData,72432,6,20,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Agamon C,Moon,0005E2C7,AgamonCPlanetData,72432,6,20,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Cheyenne,Agamon D,Moon,0005E2C6,AgamonDPlanetData,72432,6,19,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Agamon D,Moon,0005E2C6,AgamonDPlanetData,72432,6,19,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,0022464B,ResOrgCommonSealantFaunaCarnivore,Sealant,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,00224649,ResOrgCommonStructuralFaunaCarnivore,Structural,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,00077823,ResOrgCommonToxin,Toxin,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,002246D7,ResOrgUncommonAntimicrobialFaunaCarnivore,Antimicrobial,Uncommon
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,002246D8,ResOrgUncommonAntimicrobialFaunaHerbivore,Antimicrobial,Uncommon
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,0022464E,ResOrgUncommonCosmeticFaunaCarnivore,Cosmetic,Uncommon
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,00224634,ResOrgRareAromaticFaunaHerbivore,Aromatic,Rare
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,0029F403,ResOrgRareHallucinogen,Hallucinogen,Rare
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,00224633,ResOrgRareHallucinogenFaunaHerbivore,Hallucinogen,Rare
Cheyenne,Akila,Planet,0005E2B6,AkilaPlanetData,72432,0,2,Organic,00224655,ResOrgExoticSolventFaunaCarnivore,Solvent,Exotic
Cheyenne,Antharum,Moon,0005E2B8,AntharumPlanetData,72432,2,13,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Antharum,Moon,0005E2B8,AntharumPlanetData,72432,2,13,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Cheyenne,Antharum,Moon,0005E2B8,AntharumPlanetData,72432,2,13,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Cheyenne,Antharum,Moon,0005E2B8,AntharumPlanetData,72432,2,13,Inorganic,000057DB,ResInorgRareNeodymium,Neodymium,Rare
Cheyenne,Belwah,Moon,0005E2D6,BelwahPlanetData,72432,9,32,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Cheyenne,Belwah,Moon,0005E2D6,BelwahPlanetData,72432,9,32,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Cheyenne,Belwah,Moon,0005E2D6,BelwahPlanetData,72432,9,32,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Belwah,Moon,0005E2D6,BelwahPlanetData,72432,9,32,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Cheyenne,Belwah,Moon,0005E2D6,BelwahPlanetData,72432,9,32,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Belwah,Moon,0005E2D6,BelwahPlanetData,72432,9,32,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Cheyenne,Belwah,Moon,0005E2D6,BelwahPlanetData,72432,9,32,Inorganic,000057EC,ResInorgUncommonIridium,Iridium,Uncommon
Cheyenne,Belwah,Moon,0005E2D6,BelwahPlanetData,72432,9,32,Inorganic,000057ED,ResInorgRareVanadium,Vanadium,Rare
Cheyenne,Bindi,Moon,0005E2B7,BindiPlanetData,72432,2,12,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Bindi,Moon,0005E2B7,BindiPlanetData,72432,2,12,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Cheyenne,Bindi,Moon,0005E2B7,BindiPlanetData,72432,2,12,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Cheyenne,Bindi,Moon,0005E2B7,BindiPlanetData,72432,2,12,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Bindi,Moon,0005E2B7,BindiPlanetData,72432,2,12,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Cheyenne,Bindi,Moon,0005E2B7,BindiPlanetData,72432,2,12,Inorganic,000057C3,ResInorgUncommonSilver,Silver,Uncommon
Cheyenne,Bismark,Moon,0005E2D3,BismarkPlanetData,72432,9,29,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Bismark,Moon,0005E2D3,BismarkPlanetData,72432,9,29,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Bismark,Moon,0005E2D3,BismarkPlanetData,72432,9,29,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Cheyenne,Burran,Planet,0005E2BC,BurranPlanetData,72432,0,4,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Cheyenne,Burran,Planet,0005E2BC,BurranPlanetData,72432,0,4,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Inorganic,000057C9,ResInorgUncommonAlkanes_G,Alkanes,Uncommon
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Organic,00224631,ResOrgUncommonCosmeticFaunaHerbivore,Cosmetic,Uncommon
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Organic,0022464D,ResOrgUncommonMembraneFaunaCarnivore,Membrane,Uncommon
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Organic,00077829,ResOrgRareAnalgesic,Analgesic,Rare
Cheyenne,Codos,Moon,0005E2B9,CodosPlanetData,72432,2,14,Organic,00077827,ResOrgExoticSolvent,Solvent,Exotic
Cheyenne,Cragg,Moon,0005E2D0,CraggPlanetData,72432,8,27,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Cragg,Moon,0005E2D0,CraggPlanetData,72432,8,27,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Cheyenne,Cragg,Moon,0005E2D0,CraggPlanetData,72432,8,27,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Cheyenne,Cragg,Moon,0005E2D0,CraggPlanetData,72432,8,27,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Cragg,Moon,0005E2D0,CraggPlanetData,72432,8,27,Inorganic,000057C3,ResInorgUncommonSilver,Silver,Uncommon
Cheyenne,Cragg,Moon,0005E2D0,CraggPlanetData,72432,8,27,Inorganic,000057D1,ResInorgRareTetrafluorides_G,Tetrafluorides,Rare
Cheyenne,Grizzit,Moon,0005E2BE,GrizzitPlanetData,72432,4,35,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Grizzit,Moon,0005E2BE,GrizzitPlanetData,72432,4,35,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Cheyenne,Grizzit,Moon,0005E2BE,GrizzitPlanetData,72432,4,35,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Cheyenne,Hardpoint,Moon,0005E2D5,HardpointPlanetData,72432,9,31,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Hardpoint,Moon,0005E2D5,HardpointPlanetData,72432,9,31,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Hardpoint,Moon,0005E2D5,HardpointPlanetData,72432,9,31,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Cheyenne,Hardpoint,Moon,0005E2D5,HardpointPlanetData,72432,9,31,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Cheyenne,Hardpoint,Moon,0005E2D5,HardpointPlanetData,72432,9,31,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Hardpoint,Moon,0005E2D5,HardpointPlanetData,72432,9,31,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Cheyenne,Hardpoint,Moon,0005E2D5,HardpointPlanetData,72432,9,31,Inorganic,000057CA,ResInorgExoticYtterbium,Ytterbium,Exotic
Cheyenne,Heilo,Moon,0005E2C0,HeiloPlanetData,72432,5,36,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Cheyenne,Heilo,Moon,0005E2C0,HeiloPlanetData,72432,5,36,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Heilo,Moon,0005E2C0,HeiloPlanetData,72432,5,36,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Cheyenne,Heilo,Moon,0005E2C0,HeiloPlanetData,72432,5,36,Inorganic,000057C6,ResInorgRareTitanium,Titanium,Rare
Cheyenne,Kalira,Moon,0005E2C3,KaliraPlanetData,72432,5,17,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Kalira,Moon,0005E2C3,KaliraPlanetData,72432,5,17,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Kalira,Moon,0005E2C3,KaliraPlanetData,72432,5,17,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Cheyenne,Kalira,Moon,0005E2C3,KaliraPlanetData,72432,5,17,Inorganic,000057D2,ResInorgRareGold,Gold,Rare
Cheyenne,Laramie,Moon,0005E2D4,LaramiePlanetData,72432,9,30,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Cheyenne,Laramie,Moon,0005E2D4,LaramiePlanetData,72432,9,30,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,00224642,ResOrgCommonFiberFaunaHerbivore,Fiber,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,0029F3FD,ResOrgCommonMetabolicAgent,MetabolicAgent,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,00077823,ResOrgCommonToxin,Toxin,Common
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,002246D7,ResOrgUncommonAntimicrobialFaunaCarnivore,Antimicrobial,Uncommon
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,000777F8,ResOrgUncommonCosmetic,Cosmetic,Uncommon
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,00224630,ResOrgUncommonMembraneFaunaHerbivore,Membrane,Uncommon
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,0022462F,ResOrgUncommonPigmentFaunaHerbivore,Pigment,Uncommon
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,0022462D,ResOrgUncommonSpiceFaunaHerbivore,Spice,Uncommon
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,0007782A,ResOrgRareAminoAcids,AminoAcids,Rare
Cheyenne,Montara Luna,Moon,0005E2C4,MontaraLunaPlanetData,72432,5,18,Organic,00224653,ResOrgRareAminoAcidsFaunaCarnivore,AminoAcids,Rare
Cheyenne,Olaran,Moon,0005E2D7,OlaranPlanetData,72432,9,33,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Cheyenne,Olaran,Moon,0005E2D7,OlaranPlanetData,72432,9,33,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Olaran,Moon,0005E2D7,OlaranPlanetData,72432,9,33,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Cheyenne,Rell,Moon,0005E2BD,RellPlanetData,72432,4,34,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Rell,Moon,0005E2BD,RellPlanetData,72432,4,34,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Cheyenne,Rell,Moon,0005E2BD,RellPlanetData,72432,4,34,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Cheyenne,Skink,Planet,0005E2B5,SkinkPlanetData,72432,0,1,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Skink,Planet,0005E2B5,SkinkPlanetData,72432,0,1,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Cheyenne,Skink,Planet,0005E2B5,SkinkPlanetData,72432,0,1,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Skink,Planet,0005E2B5,SkinkPlanetData,72432,0,1,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Cheyenne,Skink,Planet,0005E2B5,SkinkPlanetData,72432,0,1,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Cheyenne,Skink,Planet,0005E2B5,SkinkPlanetData,72432,0,1,Inorganic,000057C3,ResInorgUncommonSilver,Silver,Uncommon
Cheyenne,Skink,Planet,0005E2B5,SkinkPlanetData,72432,0,1,Inorganic,0027C499,ResInorgRareMercury_L,Mercury,Rare
Cheyenne,Smet,Moon,0005E2BB,SmetPlanetData,72432,3,15,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Cheyenne,Smet,Moon,0005E2BB,SmetPlanetData,72432,3,15,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Cheyenne,Smet,Moon,0005E2BB,SmetPlanetData,72432,3,15,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Cheyenne,Smet,Moon,0005E2BB,SmetPlanetData,72432,3,15,Inorganic,000057E2,ResInorgExoticEuropium,Europium,Exotic
Cheyenne,Stellis A,Moon,0005E2CE,StellisAPlanetData,72432,7,26,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Stellis A,Moon,0005E2CE,StellisAPlanetData,72432,7,26,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Stellis A,Moon,0005E2CE,StellisAPlanetData,72432,7,26,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Stellis A,Moon,0005E2CE,StellisAPlanetData,72432,7,26,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Cheyenne,Stellis A,Moon,0005E2CE,StellisAPlanetData,72432,7,26,Inorganic,000057D2,ResInorgRareGold,Gold,Rare
Cheyenne,Stellis B,Moon,0005E2CD,StellisBPlanetData,72432,7,25,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Cheyenne,Stellis B,Moon,0005E2CD,StellisBPlanetData,72432,7,25,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Stellis C,Moon,0005E2CC,StellisCPlanetData,72432,7,24,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Stellis C,Moon,0005E2CC,StellisCPlanetData,72432,7,24,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Stellis C,Moon,0005E2CC,StellisCPlanetData,72432,7,24,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Cheyenne,Stellis D,Moon,0005E2CB,StellisDPlanetData,72432,7,23,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Cheyenne,Stellis D,Moon,0005E2CB,StellisDPlanetData,72432,7,23,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Stellis D,Moon,0005E2CB,StellisDPlanetData,72432,7,23,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Cheyenne,Stellis D,Moon,0005E2CB,StellisDPlanetData,72432,7,23,Inorganic,000057CC,ResInorgRarePlatinum,Platinum,Rare
Cheyenne,Stellis D,Moon,0005E2CB,StellisDPlanetData,72432,7,23,Inorganic,000057CD,ResInorgExoticPalladium,Palladium,Exotic
Cheyenne,Tahrnis,Moon,0005E2D1,TahrnisPlanetData,72432,8,28,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Tahrnis,Moon,0005E2D1,TahrnisPlanetData,72432,8,28,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Thren,Moon,0005E2C2,ThrenPlanetData,72432,5,16,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Cheyenne,Thren,Moon,0005E2C2,ThrenPlanetData,72432,5,16,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Thren,Moon,0005E2C2,ThrenPlanetData,72432,5,16,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Cheyenne,Washakie,Planet,0005E2BA,WashakiePlanetData,72432,0,3,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Cheyenne,Washakie,Planet,0005E2BA,WashakiePlanetData,72432,0,3,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Cheyenne,Washakie,Planet,0005E2BA,WashakiePlanetData,72432,0,3,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Cheyenne,Washakie,Planet,0005E2BA,WashakiePlanetData,72432,0,3,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Washakie,Planet,0005E2BA,WashakiePlanetData,72432,0,3,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Cheyenne,Washakie,Planet,0005E2BA,WashakiePlanetData,72432,0,3,Inorganic,000057C3,ResInorgUncommonSilver,Silver,Uncommon
Cheyenne,Washakie,Planet,0005E2BA,WashakiePlanetData,72432,0,3,Inorganic,000057E9,ResInorgExoticNeon_G,Neon,Exotic
Cheyenne,Wellish,Moon,0005E2C1,WellishPlanetData,72432,5,37,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Cheyenne,Wellish,Moon,0005E2C1,WellishPlanetData,72432,5,37,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Cheyenne,Wellish,Moon,0005E2C1,WellishPlanetData,72432,5,37,Inorganic,000057D4,ResInorgExoticIonicLiquids_L,IonicLiquids,Exotic
Copernicus,Copernicus I,Planet,0005E255,CopernicusIPlanetData,76816,0,1,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Copernicus,Copernicus I,Planet,0005E255,CopernicusIPlanetData,76816,0,1,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Copernicus,Copernicus I,Planet,0005E255,CopernicusIPlanetData,76816,0,1,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Copernicus,Copernicus II,Planet,0005E256,CopernicusIIPlanetData,76816,0,2,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Copernicus,Copernicus II,Planet,0005E256,CopernicusIIPlanetData,76816,0,2,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Copernicus,Copernicus II,Planet,0005E256,CopernicusIIPlanetData,76816,0,2,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
